"","hhid","bush","climber","HIB","bean_prod","bean_cons","bean_giveaway","bean_nextseason","bean_sold","bean_prod_hib1","bean_cons_hib1","bean_giveaway_hib1","bean_nextseason_hib1","bean_sold_hib1","bean_prod_hib2","bean_cons_hib2","bean_giveaway_hib2","bean_nextseason_hib2","bean_sold_hib2","bean_prod_hib3","bean_cons_hib3","bean_giveaway_hib3","bean_nextseason_hib3","bean_sold_hib3","bean_prod_hib4","bean_cons_hib4","bean_giveaway_hib4","bean_nextseason_hib4","bean_sold_hib4","bean_prod_hib5","bean_cons_hib5","bean_giveaway_hib5","bean_nextseason_hib5","bean_sold_hib5","bean_prod_hib6","bean_cons_hib6","bean_giveaway_hib6","bean_nextseason_hib6","bean_sold_hib6","bean_prod_hib7","bean_cons_hib7","bean_giveaway_hib7","bean_nextseason_hib7","bean_sold_hib7","bean_prod_hib8","bean_cons_hib8","bean_giveaway_hib8","bean_nextseason_hib8","bean_sold_hib8","bean_prod_hib9","bean_cons_hib9","bean_giveaway_hib9","bean_nextseason_hib9","bean_sold_hib9","bean_prod_hib10","bean_cons_hib10","bean_giveaway_hib10","bean_nextseason_hib10","bean_sold_hib10","area_hib_1","area_hib_2","area_hib_3","area_hib_4","area_hib_5","area_hib_6","area_hib_7","area_hib_8","area_hib_9","area_hib_10","area_hib_bush","area_hib_climbers","area_local_b","area_local_c","area_imp_b","area_imp_c","xx54","xx55","xx12.x","pure_hib","pure_hib_b","pure_hib_c","no_pure_hib_c","no_pure_local_b","no_pure_local_c","pure_i_b","pure_i_c","no_pure_i_c","no_pure_i_b","pure_local_b","pure_local_c","per_hib_bush","per_hib_climbers","bean_prod_local_c","bean_cons_local_c","bean_giveaway_local_c","bean_nextseason_local_c","bean_sold_local_c","bean_prod_imp_c","bean_cons_imp_c","bean_giveaway_imp_c","bean_nextseason_imp_c","bean_sold_imp_c","bean_prod_local_b","bean_cons_local_b","bean_giveaway_local_b","bean_nextseason_local_b","bean_sold_local_b","bean_prod_imp_b","bean_cons_imp_b","bean_giveaway_imp_b","bean_nextseason_imp_b","bean_sold_imp_b","xx15","xx16","xx18","xx19","xx20","xx21","a8","cohort_0_19_65.x","cohort_20_64.x","cohort_0_5","women_12_49","dependency_ratio","T_REF_BULK_DENSITY","T_OC","T_PH_H2O","T_CEC_CLAY","T_CEC_SOIL","T_BS","T_TEB","T_CACO3","T_CASO4","T_ESP","T_ECE","T_ECE.1","quartile_tt_comm_ps","quartile_tt_clinics","quartile_tt_comm_ss","quartile_tt_service","quartile_a_20k","quartile_a_50k","quartile_a_100k","quartile_a_250k","quartile_a_rainfall","quartile_fz","no_agr_wage_labor_hh","hh_education_mean","hhead_age","years_farm_exp","l6","b1","k1b","ncrops","plot_slope","IDZAC","gps2","gps3","c1","c3","cor_xx3","cor2_xx3","cor_xx54","xx1","xx3","xx2","xx5","xx6","xx7","xx10","xx11","xx12.y","wy_yield_plot","ave_yield_plot","share_area_imp_var","tt_25000","tt_50000","tt_100000","dem","tt_clinics","tt_service","tt_comm_ss","tt_comm_ps","pop_den","t_mean","dsi_01_11_median","cwi_norm","yield_gap","relative_yield","a_rainfall","ea_pop_hh","ea_female_hh","male_hhh","males_hh","female_hhh","females_hh","agr_wage_labor_hh","mar_status_nm_hh","mar_status_mm_hh","mar_status_mp_hh","ltrcy_no_read_write_hh","ltrcy_read_only_hh","ltrcy_read_write_hh","beans_high_rwf_kg_2015b","beans_low_rwf_kg_2015b","beans_year_high_rwfperkg","beans_year_low_rwfperkg","maize_high_rwf_kg_2015b","maize_low_rwf_kg_2015b","maize_year_high_rwfperkg","maize_year_low_rwfperkg","sorghum_low_rwf_kg_2015b","sorghum_year_high_rwfperkg","sorghum_year_low_rwfperkg","sorghum_high_rwf_kg_2015b","sp_low_rwf_kg_2015b","sp_year_high_rwfperkg","sp_year_low_rwfperkg","sp_high_rwf_kg_2015b","cassava_low_rwf_kg_2015b","cassava_year_high_rwfperkg","cassava_year_low_rwfperkg","crop1_banana","crop2_cassava","crop2_maize","crop2_sp","crop2_sorghum","crop3_cassava","crop3_sorghum","a1.x","n_people_hh","n_varieties","d11","d13","d14","d15","d16","d17","d18","d19","d22","c4_1","c4_2","c4_3","c4_4","c4_5","c4_6","c4_7","bean_area","i_l_b_area","area_irrigated_land","area_manure_land","area_compost_land","area_fertilizer_land","area_pesticide_land","area_no_title","area_own_title","area_renting","area_share_croping","cor_c","yield_pure_i_b","yield_pure_i_c","yield_pure_local_b","yield_pure_local_c","yield_pure_hib_b","yield_pure_hib_c","d","d8","d10","d12","weighted_slope","mixed","ratio_imp_var_to_bean_area","ratio_beans_ns_to_bean_prod","log_wy_yield_hh","hh_bean_yield","log_hh_bean_yield_kg_ha","HIB_adoption","improved_adoption","improved","local","p_l_b_c","p_i_b_c","p_hib_b_c","p_hib_b","p_hib_c","full_hib_b","full_hib_c","full_local_b","full_local_c","perc_no_title","perc_own_title","perc_renting","perc_share_croping","hhead_age_sqrd","perc_irrigated_land","perc_pesticide_land","perc_compost_land","perc_manure_land","reg_1","reg_2","reg_3","reg_4","hhid_1","land_labor_ratio_cor","value_bean_prod","n_varieties_cor","e21_to_whom_and_where_beans_were_sold"
"785",53330104080008,0,1,0,0.09999999998625,0.0889999999877625,0.0079999999989,0.0029999999995875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.5,1500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09999999998625,0.0889999999877625,0.0079999999989,0.0029999999995875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,20,1.33,10.07,6.2,125,67,91,61,0,0,0,0,0,8,7,7,3,8,8,8,8,10,7,0,4,40,11.6666666666667,4,3,0,2,5,4,-1.55982,29.39627,3290,3290,272.1088435,272.1088435,9051.48514851485,2,272.1088435,100,1,89,8,11250,66.66666667,0,272.1088435,272.1088435,100,224,224,394,2481,314,31,286,286,943,191.9166667,-0.2515138,0.369402248,-268.1088435,68.027210875,1683,3,2,0,1,1,2,0,2,0,0,0,0,0,408.0820618,562.536438,418.0410461,523.2442017,149.8466492,250.7181702,139.1276398,251.6963043,399.6365356,293.276886,385.8271179,300.2610779,172.967041,115.0528564,172.967041,123.7481155,177.2524109,119.2836685,181.0717773,0,0,0,0,0,0,0,3,3,1,1,0,4,0,0,0,1,1,0,3,19,0,0,0,0,0,367.5,36750,0,1050,1050,0,0,0,1050,0,0,1050,0,272.1088435,0,0,0,0,35,3,35,1,5,1,100,0.03,5.60987040986676,2721.088435,7.90878723917388,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1600,0,0,100,100,0,0,1,0,"53330104080008",350,48530.924983327,1,0
"786",53421805030016,0,1,0,0.100000000012725,0.08000000001018,0,0.020000000002545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2881.5,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.100000000012725,0.08000000001018,0,0.020000000002545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,10,1.3,3.21,5.2,40,23,41,9.6,0,0,0,0,0,1,4,3,3,1,2,2,3,8,10,0,1.5,80,30,4,2,0,2,9.5,7,-1.64144,29.63933,5763,5763,34.70414715,34.70414715,11423.3870967742,2,34.70414715,100,0,80,0,25000,6.666666667,0,34.70414715,34.70414715,0,49,119,181,1472,204,34,81,0,689,248.25,-0.1817146,0.369402248,-30.70414715,8.6760367875,1277,1,1,0,0,1,2,0,1,0,0,1,0,0,326.5257568,472.4930115,325.0327454,484.0788269,150.0688171,241.2662354,131.2316132,243.0836792,393.2211304,319.0991821,400.2648926,320.4865723,105.2063751,57.1625175,114.8156738,61.2514534,153.8784485,100.8814545,177.5318604,1,0,0,0,0,0,0,4,2,1,1,0,3,0,0,1,1,1,0,2,3,0,0,0,0,0,2881.5,288150,0,5763,5763,5763,0,0,5763,0,0,5763,0,0,0,34.70414715,0,0,50,1,50,0,9.5,1,100,0.2,3.57526684870544,347.0414715,5.8494442872148,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100,0,0,6400,0,0,100,100,0,0,0,1,"53421805030016",5763,39950.9384200838,1,0
"787",53421805030020,0,1,2,0.34000000002208,0.1700000000088,0.02000000000064,0.12000000000832,0.03000000000432,0,0,0,0,0,0.04000000000128,0,0,0.04000000000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2000000000064,0.14000000000448,0.02000000000064,0.04000000000128,0,0,0,0,0,0,0,352,0,0,0,0,0,0,352,0,0,704,0,3104,0,0,18000,0,30000,0,0,0,2,0,0,0,0,0,0,0,1,0,100,0.1000000000144,0.03000000000432,0,0.04000000000576,0.03000000000432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,3,0,3,16.6666666666667,1.3,3.21,5.2,40,23,41,9.6,0,0,0,0,0,1,4,3,3,1,2,2,3,8,8.66666666666667,3,4.125,55,1.875,4,8,1,3.66666666666667,5,7,-1.64447,29.63569,6193,39576,124.375195256667,124.375195256667,6962.17228464419,2,124.375195256667,66.6666666666667,0.666666666666667,33.3333333333333,3.33333333333333,10833.3333333333,16.111111111,10000,124.375195256667,124.375195256667,33.3333333333333,49,119,181,1472,204,34,81,0,1716,246.1666667,-0.1878571,0.500194737,-120.375195256667,31.0937988141667,1266,5,3,1,3,0,5,3,3,2,0,1,0,0,326.7258911,472.4546509,325.3789978,483.9065247,150.2537842,241.3611755,131.487793,243.02771,393.0699158,319.0957642,399.9911499,320.4694214,105.1383057,57.0895462,114.6395874,61.1925392,154.2982178,101.1966476,177.8629913,1,0,0,0,0,0,0,4,8,5,3,0,8,0,1,1,1,1,0,5,3,26,37,38,0,0,3808,345600,0,4512,4512,3104,0,0,4512,0,0,4512,0,0,0,16.108247425,0,0,75,5,50,7.5,5,1,90.7563025210084,0.352941176472138,4.83131080366208,892.857142915126,6.79442659374008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3025,0,0,100,100,0,0,0,1,"53421805030020",902.4,135860.692148823,5,1
"788",53421805030035,0,1,0,0.050000000004,0.04200000000336,0.00800000000064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.050000000004,0.04200000000336,0.00800000000064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,2,20,1.3,3.21,5.2,40,23,41,9.6,0,0,0,0,0,1,4,3,3,1,2,2,3,8,5,3,2,48,5.83333333333333,4,6,0,1,5,7,-1.64038,29.63514,600,1200,41.66666667,41.66666667,5000,2,41.66666667,100,0,84,16,5000,5,0,41.66666667,41.66666667,0,49,119,181,1472,204,34,81,0,689,245.25,-0.1796169,0.183965163,-37.66666667,10.4166666675,1270,3,1,1,3,0,3,3,1,2,0,1,3,3,326.5257568,472.4930115,325.0327454,484.0788269,150.0688171,241.2662354,131.2316132,243.0836792,393.2211304,319.0991821,400.2648926,320.4865723,105.2063751,57.1625175,114.8156738,61.2514534,153.8784485,100.8814545,177.5318604,0,0,0,0,0,0,0,4,6,2,2,0,8,0,0,1,1,0,1,6,0,0,0,0,0,0,1200,120000,0,1200,0,1200,600,0,600,600,0,1200,0,0,0,41.66666667,0,0,100,2,100,10,5,1,100,0,3.75341797532963,416.6666667,6.03228654170824,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50,50,0,2304,0,50,0,100,0,0,0,1,"53421805030035",400,19975.469209098,2,0
"789",53560805010052,1,1,0,0.206690515819778,0.0935481198043427,0,0.0260697670565312,0.0870726289589046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,2400,2114.4,0,62000,5600,105000,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0.070000000008,0.00980000000112,0,0.00980000000112,0.05040000000576,0,0,0,0,0,0.050000000004,0.0300000000024,0,0.0050000000004,0.0150000000012,0.0866905158077785,0.0537481198008227,0,0.0112697670550112,0.0216726289519446,4,0,0,0,0,0,5,2,0,0,0,0,1.39,1.04,5.7,19,7,67,5,0,0,0,0,0,7,1,7,8,8,8,8,7,1,6.75,0,3,66,24,4,2,0,1.5,5,9,-2.27853,30.53198,5886,5886,42.3292157820684,42.3292157820684,10405.8431184599,1.25,202.53350816,100,0.5,49.5,0,5399.99997625,4.74812030075,26250,42.3292157820684,42.3292157820684,50,205,353,353,1550,0,267,282,198,88,261.3333333,-0.2147084,0.443332139,-39.0792157820684,13.5020997050645,879,2,0,1,2,0,0,0,1,0,0,1,0,0,232.5731354,384.8134766,248.6406555,386.9919739,110.0809097,221.8422241,129.9249268,245.2976227,375.4274902,248.7960663,351.6951294,229.3209686,145.5635681,99.5379333,154.7903442,65.5617142,184.064621,119.6515045,187.1265717,1,0,0,0,0,0,0,5,2,4,4,0,16,0,1,0,0,0,0,11,3,11,0,0,0,0,5714.4,571440,0,0,0,0,0,0,286,5600,0,5886,24.6208824470684,0,10.4166666675,7.2916666675,0,0,85,4,90,45,5,2,100,0.126129478912629,3.76882713685894,361.701168661239,5.89081836997644,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.85898742779477,95.1410125722052,0,4356,0,0,0,0,0,0,0,0,"53560805010052",2943,63803.9786472527,4,4
"790",54220402080008,1,0,0,0.167135478737621,0.0902531585183153,0.0167135478737621,0,0.0568260627707911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,84000,0,100000,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167135478737621,0.0902531585183153,0.0167135478737621,0,0.0568260627707911,0,0,0,0,0,0,4,0,0,0,0,2,2,2,1,1,10,1.31,1.59,5.3,13,9,43,4,0,0,0,0,0,6,8,5,7,3,4,4,6,5,4.25,2,1.5,31,3.75,0,4,0,2.25,12.75,7,-2.64998,29.78809,1155,3605,128.959977889393,128.959977889393,15786.2903225806,1,411.551587325,100,0,54,10,10000,3.523809524,25000,128.959977889393,128.959977889393,0,128,128,283,1659,337,208,167,133,596,252.75,-0.1959821,0.379452941,-125.959977889393,42.9866592964644,1144,2,1,1,2,0,2,2,0,2,0,1,1,1,295.761261,452.7316895,286.0435181,471.3378296,182.7036133,262.478241,168.4609833,248.3141022,471.0591431,235.7901764,437.658844,240.2171478,155.7500153,97.2230682,159.8163147,91.6819992,211.2612,146.8829193,193.1836243,1,0,0,0,0,0,0,2,4,4,4,0,11,1,1,0,1,0,0,10,34,42,0,0,0,0,1250,125000,2155,2155,0,0,0,955,0,1200,0,2155,0,0,128.959977889393,0,0,0,65,6,32.5,9,11.008120649652,1,100,0,4.86722654066694,1337.08382990097,7.1982462751371,0,0,0,1,0,0,0,0,0,0,0,1,0,44.3155452436195,0,55.6844547563805,0,961,100,0,0,100,0,1,0,0,"54220402080008",1077.5,62549.8638067759,4,4
"791",54220701030012,1,1,0,0.0130192680414067,0.00965667700297246,0.000786760745567272,0.00257583029286702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.75,2.25,0,0,5200,1700,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.00515166058573403,0.00257583029286702,0,0.00257583029286702,0,0,0,0,0,0,0.00786760745567272,0.00708084671010544,0.000786760745567272,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,5,1.28,1.74,4.8,16,12,4,0.5,0,0,0,0,0,10,10,10,10,7,8,8,10,5,1,1,3,25,3.33333333333333,4,3,0,2,6.5,8,-2.65554,29.88534,0,1212,120.473923326144,120.473923326144,12087.2043010753,1.33333333333333,591.617933833333,66.6666666666667,0,76.6666666666667,6.66666666666667,6000,3.53333333333333,0,135.25232645125,120.473923326144,0,452,514,669,1543,723,594,553,474,1042,259.6666667,-0.133175,0.463763811,-117.14058999281,36.9779370434467,1148,2,1,1,2,0,1,1,0,2,0,0,0,0,305.5599976,445.6854553,282.1384277,470.1624756,180.1755219,270.1940308,170.7041321,260.8926392,431.2587891,211.2327271,399.3198242,220.7041321,174.8377075,112.3479996,176.7722778,106.4825287,213.9225464,150.9491119,192.6395721,1,1,0,0,0,0,0,2,3,5,3,0,7,0,0,0,1,1,0,5,11,0,0,0,0,0,51,2850,0,62,62,0,0,62,0,0,0,62,0,0,41.5988667643931,0,0,0,70,5,0,1.5,5.48214285714286,2,55.8823529411765,0.197847550620726,4.91450850826914,2552.79765517779,7.84494515643407,0,0,0,1,0,0,0,0,0,0,0,1,0,100,0,0,0,625,0,0,100,100,0,1,0,0,"54220701030012",31,4890.33295809655,5,0
"792",54220701030024,1,0,1,0.0215196316983028,0.0162469753359159,0,0.00527265636238683,0,0.007999999999875,0.007999999999875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,112.5,0,162.5,0,0,0,34000,0,0,1,1,0,0,0,0,0,0,0,0,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0135196316984278,0.00824697533604094,0,0.00527265636238683,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,1,20,1.28,1.74,4.8,16,12,4,0.5,0,0,0,0,0,10,10,10,10,7,8,8,10,5,1.66666666666667,4,1,38,3.33333333333333,4,6,0,1.66666666666667,9.5,8,-2.65577,29.88595,350,1510,79.1688593891909,79.1688593891909,11857.5268817204,1,389.629629636667,100,0.333333333333333,74,0,5666.66666666667,2.35555555533333,0,79.1688593891909,79.1688593891909,33.3333333333333,452,514,669,1543,723,594,553,474,1042,259.6666667,-0.1339265,0.441403115,-76.1688593891909,26.389619796397,1148,2,1,1,3,0,3,4,0,2,0,1,0,0,305.6891785,445.7718506,282.2645874,470.1749878,180.1882935,270.234436,170.7395325,260.9605103,431.3367615,211.2907715,399.339447,220.7395325,174.9837189,112.4762344,176.9280701,106.6083755,213.9372559,150.852005,192.6590729,1,0,0,0,0,0,0,2,6,3,3,0,9,0,1,0,1,1,0,7,6,0,0,0,0,0,275,27500,0,350,350,0,0,0,350,0,0,350,0,0,55.4651556858575,0,23.7037037033333,0,83.3333333333333,6,96.6666666666667,13.3333333333333,9.5,1,100,0.245016106051791,4.38413515255176,782.532061756464,6.66253489506561,1,1,0,0,0,0,0,1,0,1,0,0,0,0,100,0,0,1444,0,0,100,100,0,1,0,0,"54220701030024",175,8085.58229092979,3,0
"793",54280606030011,0,1,0,0.279999999942,0.279999999942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,40000,10000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.279999999942,0.279999999942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,10,1.37,1.43,5.1,18,9,30,2.6,0,0,0,0,0,5,1,4,1,4,2,2,2,5,5.5,2,2.25,36,1.75,4,4,0,1.5,9.5,7,-1.99455,29.84284,1725,1725,260.7407407,260.7407407,13665.7894735798,2,260.7407407,100,1,100,0,10000,7,0,260.7407407,260.7407407,100,117,117,136,1659,0,0,100,100,314,254.25,-0.0837447,0.293744696,-256.7407407,65.185185175,1143,2,1,1,2,0,2,2,0,2,0,3,0,0,343.8645325,502.3816223,318.0302124,535.2011719,209.6516418,323.549469,184.7254181,344.0772705,429.4421997,277.2387695,419.0604248,324.7453003,143.6185455,90.5573044,153.9137878,95.6992798,225.6834869,154.5100708,236.7315063,0,0,0,0,0,0,0,2,4,2,2,0,6,0,0,0,1,1,0,6,28,0,0,0,0,0,1320,132000,0,1725,1725,0,0,0,1725,0,0,1725,0,260.7407407,0,0,0,0,85,2,75,5,9.5,1,100,0,5.56735447453087,2121.21212077273,7.65974295935787,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1296,0,0,100,100,0,1,0,0,"54280606030011",862.5,118474.461647459,2,0
"794",54280606030016,1,1,0,0.28599999040368,0.162799994424787,0.027999999086112,0,0.0951999968927808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.000036672,2368.8000732,0,0,21500,800,93000,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0.27999999086112,0.156799994882227,0.027999999086112,0,0.0951999968927808,0,0,0,0,0,0.00599999954256,0.00599999954256,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,2,2,1,15,1.37,1.43,5.1,18,9,30,2.6,0,0,0,0,0,5,1,4,3,5,3,3,2,5,7.75,3,1.8,40,1.8,4,5,0,2.5,9.5,7,-1.98891,29.84129,3984,4734,106.57918304475,106.57918304475,8821.57258064516,1.75,106.57918304475,75.0000019075,0,67,7.5,11250,9.4807692325,23250,113.176406935111,106.57918304475,0,125,125,144,1600,40,40,108,108,392,254.25,-0.0841058,0.438342909,-102.82918304475,26.731601310125,1147,2,1,1,4,0,1,3,0,2,0,1,0,0,343.8645325,502.3816223,318.0302124,535.2011719,209.6516418,323.549469,184.7254181,344.0772705,429.4421997,277.2387695,419.0604248,324.7453003,143.6185455,90.5573044,153.9137878,95.6992798,225.6834869,154.5100708,236.7315063,1,0,0,0,0,1,0,2,5,6,4,0,9,0,0,0,1,1,0,6,9,16,0,0,0,0,2848.8,212880.0054936,0,1584,1584,0,0,1584,0,600,0,4584,0,0,0,112.93891295,0,0,60,4,43.3333333333333,6.66666666666667,9.5,2,74.7262024338669,0,4.7377446816149,1003.93144623589,6.9116790172789,0,0,0,1,0,0,0,0,0,0,0,0,1,34.5549738219895,0,13.0890052356021,0,1600,0,0,34.5549738219895,34.5549738219895,0,1,0,0,"54280606030016",2292,121013.196075976,6,3
"795",54280701030008,1,0,0,0.010999999998,0.010999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,3500,2100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010999999998,0.010999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,5,1.3,3.21,5.2,40,23,41,9.6,0,0,0,0,0,1,1,1,1,2,1,1,7,4,3,1,3,24,6.33333333333333,0,3,1,2,22.5,8,-1.88446,29.9389,0,396,122.2222222,122.2222222,3500,1,122.2222222,100,0,100,0,4000,3.142857143,0,122.2222222,122.2222222,0,370,370,370,1369,0,0,0,0,50,261.6666667,-0.1089133,0.495517774,-119.2222222,40.7407407333333,1036,2,1,1,1,0,2,1,0,2,0,0,0,0,385.2974243,529.680542,331.3183289,572.0668335,224.5003815,359.9992065,221.5218964,354.9680176,421.2832031,291.3529358,433.6787415,307.5569153,153.7079926,78.3753204,159.9716034,89.1850815,186.6495667,124.7581253,208.3942871,1,0,0,0,0,0,0,2,3,1,1,0,2,0,1,0,1,1,0,2,3,0,0,0,0,0,90,9000,0,300,300,0,0,300,0,0,0,300,0,0,122.2222222,0,0,0,30,2,0,20,22.5,1,100,0,4.81398940983381,1222.222222,7.10842597426247,0,0,0,1,0,0,0,0,0,0,0,1,0,100,0,0,0,576,0,0,100,100,0,1,0,0,"54280701030008",150,5032.37881373502,1,0
"796",54280701030011,1,0,0,0.100000000005,0.100000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,10000,5500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000000005,0.100000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,10,1.3,3.21,5.2,40,23,41,9.6,0,0,0,0,0,1,1,1,1,2,1,1,7,4,10,0,4.5,85,35,4,2,0,4,5,8,-1.88417,29.94107,8000,5000,66.66666667,66.66666667,10000,1,66.66666667,100,0,100,0,4000,10,0,66.66666667,66.66666667,0,370,370,370,1369,0,0,0,0,50,261.0833333,-0.1130344,0.429484482,-63.66666667,22.2222222233333,1033,1,0,1,2,0,0,0,1,0,0,0,0,0,389.1880493,527.2981567,339.8416443,574.328186,230.4150391,371.5240479,227.0982513,365.9558411,428.6213989,290.5460815,442.9349365,308.9266357,161.2776337,82.2043152,168.3548279,94.3330688,198.9294891,132.1694641,223.5803986,1,0,0,0,0,1,0,2,2,1,1,0,4,0,1,0,1,1,0,2,3,8,28,0,0,0,1500,150000,0,5000,5000,0,0,5000,0,0,0,5000,0,0,66.66666667,0,0,0,30,1,40,1,5,1,100,0,4.21459369042294,666.6666667,6.50229017092397,0,0,0,1,0,0,0,0,0,0,0,1,0,100,0,0,0,7225,0,0,100,100,0,1,0,0,"54280701030011",5000,45824.3103022912,1,0
